Date,Number of Bicycle Hires
18/03/2018,6624
19/03/2018,20488
20/03/2018,24582
21/03/2018,27719
22/03/2018,27228
23/03/2018,26894
24/03/2018,18804
25/03/2018,19723
26/03/2018,29486
27/03/2018,22603
28/03/2018,15800
29/03/2018,20237
30/03/2018,6362
31/03/2018,11032
01/04/2018,13504
02/04/2018,7998
03/04/2018,22708
04/04/2018,23173
05/04/2018,30508
06/04/2018,30690
07/04/2018,25909
08/04/2018,9759
09/04/2018,16324
10/04/2018,26751
11/04/2018,24883
12/04/2018,26473
13/04/2018,27363
14/04/2018,34235
15/04/2018,21324
16/04/2018,30730
17/04/2018,33025
18/04/2018,40544
19/04/2018,43585
20/04/2018,45048
21/04/2018,42328
22/04/2018,38395
23/04/2018,35940
24/04/2018,33430
25/04/2018,33426
26/04/2018,34995
27/04/2018,21387
28/04/2018,17368
29/04/2018,15822
30/04/2018,17112
01/05/2018,34598
02/05/2018,23727
03/05/2018,35477
04/05/2018,36447
05/05/2018,39070
06/05/2018,40606
07/05/2018,45435
08/05/2018,41579
09/05/2018,41130
10/05/2018,38054
11/05/2018,38386
12/05/2018,16717
13/05/2018,29190
14/05/2018,38095
15/05/2018,42106
16/05/2018,34627
17/05/2018,37549
18/05/2018,37305
19/05/2018,36895
20/05/2018,39964
21/05/2018,38800
22/05/2018,41242
23/05/2018,38229
24/05/2018,31970
25/05/2018,35108
26/05/2018,33573
27/05/2018,33192
28/05/2018,36742
29/05/2018,24312
30/05/2018,34884
31/05/2018,37677
01/06/2018,37293
02/06/2018,38293
03/06/2018,39871
04/06/2018,35255
05/06/2018,37048
06/06/2018,41592
07/06/2018,37841
08/06/2018,39576
09/06/2018,36466
10/06/2018,38562
11/06/2018,41027
12/06/2018,38487
13/06/2018,40569
14/06/2018,37871
15/06/2018,39862
16/06/2018,31329
17/06/2018,26769
18/06/2018,39768
19/06/2018,41862
20/06/2018,41134
21/06/2018,41533
22/06/2018,41765
23/06/2018,38772
24/06/2018,38982
25/06/2018,44565
26/06/2018,46084
27/06/2018,44788
28/06/2018,43075
29/06/2018,43081
30/06/2018,38522
01/07/2018,37334
02/07/2018,42556
03/07/2018,44655
04/07/2018,43511
05/07/2018,44052
06/07/2018,43143
07/07/2018,36308
08/07/2018,38196
09/07/2018,41893
10/07/2018,43535
11/07/2018,44003
12/07/2018,41826
13/07/2018,38879
14/07/2018,37733
15/07/2018,37299
16/07/2018,41828
17/07/2018,43392
18/07/2018,43183
19/07/2018,42857
20/07/2018,40297
21/07/2018,38763
22/07/2018,37683
23/07/2018,42509
24/07/2018,44195
25/07/2018,44870
26/07/2018,43343
27/07/2018,34606
28/07/2018,41145
29/07/2018,18974
30/07/2018,38274
31/07/2018,42260
01/08/2018,43691
02/08/2018,43292
03/08/2018,40908
04/08/2018,39318
05/08/2018,40220
06/08/2018,41963
07/08/2018,40954
08/08/2018,42676
09/08/2018,20574
10/08/2018,29253
11/08/2018,33214
12/08/2018,23113
13/08/2018,36510
14/08/2018,40735
15/08/2018,40930
16/08/2018,28400
17/08/2018,36869
18/08/2018,31691
19/08/2018,32209
20/08/2018,37839
21/08/2018,40293
22/08/2018,38401
23/08/2018,34492
24/08/2018,27839
25/08/2018,25490
26/08/2018,8177
27/08/2018,25059
28/08/2018,34791
29/08/2018,27070
30/08/2018,37001
31/08/2018,35209
01/09/2018,35326
02/09/2018,35048
03/09/2018,36068
04/09/2018,36581
05/09/2018,36059
06/09/2018,34778
07/09/2018,35451
08/09/2018,28318
09/09/2018,30598
10/09/2018,36965
11/09/2018,37221
12/09/2018,33403
13/09/2018,38708
14/09/2018,35332
15/09/2018,33465
16/09/2018,32055
17/09/2018,39190
18/09/2018,38360
19/09/2018,37027
20/09/2018,35317
21/09/2018,32942
22/09/2018,12376
23/09/2018,13192
24/09/2018,34563
25/09/2018,36730
26/09/2018,39281
27/09/2018,39835
28/09/2018,35817
29/09/2018,32941
30/09/2018,25254
01/10/2018,34411
02/10/2018,37515
03/10/2018,38434
04/10/2018,36930
05/10/2018,39569
06/10/2018,10043
07/10/2018,25713
08/10/2018,35156
09/10/2018,39132
10/10/2018,39398
11/10/2018,35875
12/10/2018,35747
13/10/2018,36393
14/10/2018,10292
15/10/2018,28044
16/10/2018,37920
17/10/2018,30482
18/10/2018,35206
19/10/2018,34707
20/10/2018,32588
21/10/2018,32484
22/10/2018,34430
23/10/2018,34889
24/10/2018,35656
25/10/2018,34640
26/10/2018,27636
27/10/2018,18756
28/10/2018,13675
29/10/2018,29409
30/10/2018,30269
31/10/2018,32891
01/11/2018,23475
02/11/2018,31083
03/11/2018,25142
04/11/2018,21829
05/11/2018,31421
06/11/2018,33038
07/11/2018,27656
08/11/2018,32933
09/11/2018,27403
10/11/2018,14732
11/11/2018,18455
12/11/2018,26077
13/11/2018,32062
14/11/2018,33339
15/11/2018,33043
16/11/2018,28581
17/11/2018,20518
18/11/2018,9585
19/11/2018,18246
20/11/2018,15237
21/11/2018,25022
22/11/2018,26112
23/11/2018,25881
24/11/2018,15813
25/11/2018,14529
26/11/2018,27509
27/11/2018,22128
28/11/2018,22846
29/11/2018,25714
30/11/2018,28615
01/12/2018,14046
02/12/2018,15990
03/12/2018,25801
04/12/2018,28982
05/12/2018,23816
06/12/2018,16600
07/12/2018,18608
08/12/2018,16515
09/12/2018,15441
10/12/2018,27880
11/12/2018,28904
12/12/2018,27494
13/12/2018,25997
14/12/2018,24076
15/12/2018,8076
16/12/2018,12123
17/12/2018,24973
18/12/2018,20180
19/12/2018,22425
20/12/2018,23694
21/12/2018,19169
22/12/2018,13310
23/12/2018,6748
24/12/2018,10043
25/12/2018,35267
26/12/2018,10841
27/12/2018,12310
28/12/2018,13794
29/12/2018,13100
30/12/2018,12922
31/12/2018,16305
01/01/2019,14148
02/01/2019,19746
03/01/2019,21552
04/01/2019,20863
05/01/2019,13907
06/01/2019,14262
07/01/2019,25668
08/01/2019,27757
09/01/2019,26568
10/01/2019,26022
11/01/2019,26378
12/01/2019,16750
13/01/2019,16304
14/01/2019,28097
15/01/2019,29413
16/01/2019,24500
17/01/2019,26053
18/01/2019,25525
19/01/2019,16653
20/01/2019,16803
21/01/2019,26567
22/01/2019,23083
23/01/2019,25406
24/01/2019,24357
25/01/2019,24198
26/01/2019,15062
27/01/2019,10596
28/01/2019,25859
29/01/2019,24732
30/01/2019,25482
31/01/2019,23487
01/02/2019,12841
02/02/2019,14136
03/02/2019,14637
04/02/2019,18254
05/02/2019,25682
06/02/2019,26197
07/02/2019,26703
08/02/2019,17468
09/02/2019,17439
10/02/2019,10800
11/02/2019,27439
12/02/2019,28786
13/02/2019,29145
14/02/2019,29270
15/02/2019,28838
16/02/2019,20560
17/02/2019,24383
18/02/2019,23815
19/02/2019,28927
20/02/2019,28971
21/02/2019,30474
22/02/2019,29703
23/02/2019,29242
24/02/2019,26092
25/02/2019,31480
26/02/2019,34996
27/02/2019,35420
28/02/2019,27219
01/03/2019,28255
02/03/2019,22795
03/03/2019,9641
04/03/2019,26532
05/03/2019,29701
06/03/2019,25449
07/03/2019,24884
08/03/2019,23635
09/03/2019,19951
10/03/2019,12111
11/03/2019,27725
12/03/2019,21718
13/03/2019,26816
14/03/2019,23699
15/03/2019,26123
16/03/2019,14594
17/03/2019,14390
18/03/2019,27824
19/03/2019,27683
20/03/2019,30485
21/03/2019,31307
22/03/2019,28229
23/03/2019,25897
24/03/2019,27408
25/03/2019,31215
26/03/2019,31955
27/03/2019,31263
28/03/2019,32315
29/03/2019,35321
30/03/2019,33026
31/03/2019,20325
01/04/2019,31834
02/04/2019,24529
03/04/2019,27059
04/04/2019,25493
05/04/2019,27536
06/04/2019,20423
07/04/2019,16897
08/04/2019,26527
09/04/2019,25534
10/04/2019,31699
11/04/2019,30961
12/04/2019,27403
13/04/2019,19856
14/04/2019,20896
15/04/2019,30837
16/04/2019,31842
17/04/2019,37203
18/04/2019,36574
19/04/2019,36505
20/04/2019,38712
21/04/2019,36686
22/04/2019,35435
23/04/2019,34948
24/04/2019,34593
25/04/2019,34494
26/04/2019,32006
27/04/2019,18379
28/04/2019,22631
29/04/2019,33748
30/04/2019,38908
01/05/2019,37952
02/05/2019,32563
03/05/2019,28182
04/05/2019,19806
05/05/2019,22896
06/05/2019,22472
07/05/2019,34646
08/05/2019,20276
09/05/2019,28404
10/05/2019,34078
11/05/2019,25475
12/05/2019,31836
13/05/2019,37537
14/05/2019,39647
15/05/2019,39054
16/05/2019,38408
17/05/2019,29846
18/05/2019,28138
19/05/2019,26727
20/05/2019,36072
21/05/2019,41251
22/05/2019,40312
23/05/2019,41314
24/05/2019,37280
25/05/2019,33151
26/05/2019,26802
27/05/2019,28309
28/05/2019,34443
29/05/2019,31203
30/05/2019,39450
31/05/2019,39017
01/06/2019,40800
02/06/2019,33865
03/06/2019,37306
04/06/2019,31948
05/06/2019,38033
06/06/2019,38141
07/06/2019,25122
08/06/2019,26656
09/06/2019,29311
10/06/2019,13358
11/06/2019,34285
12/06/2019,25449
13/06/2019,26617
14/06/2019,33837
15/06/2019,28235
16/06/2019,26102
17/06/2019,38894
18/06/2019,29854
19/06/2019,33190
20/06/2019,38345
21/06/2019,38656
22/06/2019,36858
23/06/2019,30851
24/06/2019,38617
25/06/2019,38200
26/06/2019,39620
27/06/2019,41692
28/06/2019,39986
29/06/2019,38616
30/06/2019,33990
01/07/2019,39257
02/07/2019,42658
03/07/2019,43924
04/07/2019,44668
05/07/2019,42466
06/07/2019,34018
07/07/2019,29889
08/07/2019,39670
09/07/2019,41447
10/07/2019,42343
11/07/2019,41916
12/07/2019,41305
13/07/2019,36204
14/07/2019,27858
15/07/2019,39489
16/07/2019,43693
17/07/2019,41959
18/07/2019,34240
19/07/2019,25620
20/07/2019,31351
21/07/2019,33251
22/07/2019,40842
23/07/2019,44457
24/07/2019,42296
25/07/2019,39323
26/07/2019,31517
27/07/2019,19950
28/07/2019,29319
29/07/2019,41472
30/07/2019,27449
31/07/2019,38299
01/08/2019,39898
02/08/2019,38278
03/08/2019,39388
04/08/2019,34341
05/08/2019,34041
06/08/2019,39369
07/08/2019,37776
08/08/2019,40667
09/08/2019,30719
10/08/2019,25956
11/08/2019,29952
12/08/2019,29570
13/08/2019,39534
14/08/2019,19154
15/08/2019,38018
16/08/2019,23388
17/08/2019,29360
18/08/2019,24122
19/08/2019,33048
20/08/2019,39255
21/08/2019,38251
22/08/2019,38056
23/08/2019,35995
24/08/2019,30776
25/08/2019,31355
26/08/2019,33150
27/08/2019,37597
28/08/2019,36576
29/08/2019,38337
30/08/2019,37147
31/08/2019,30847
01/09/2019,29486
02/09/2019,35280
03/09/2019,37229
04/09/2019,33933
05/09/2019,36722
06/09/2019,31798
07/09/2019,28038
08/09/2019,27969
09/09/2019,29440
10/09/2019,36814
11/09/2019,35787
12/09/2019,38252
13/09/2019,37354
14/09/2019,34966
15/09/2019,33698
16/09/2019,32747
17/09/2019,39025
18/09/2019,38751
19/09/2019,38271
20/09/2019,37699
21/09/2019,36479
22/09/2019,24154
23/09/2019,30941
24/09/2019,21563
25/09/2019,32427
26/09/2019,28976
27/09/2019,29557
28/09/2019,24960
29/09/2019,15478
30/09/2019,27787
01/10/2019,24631
02/10/2019,33923
03/10/2019,32707
04/10/2019,32314
05/10/2019,26578
06/10/2019,21690
07/10/2019,28418
08/10/2019,32894
09/10/2019,34874
10/10/2019,35641
11/10/2019,25222
12/10/2019,10047
13/10/2019,16040
14/10/2019,22519
15/10/2019,34372
16/10/2019,30763
17/10/2019,30259
18/10/2019,29675
19/10/2019,25400
20/10/2019,20545
21/10/2019,24215
22/10/2019,33916
23/10/2019,31786
24/10/2019,23489
25/10/2019,28988
26/10/2019,14397
27/10/2019,22155
28/10/2019,30208
29/10/2019,31225
30/10/2019,32157
31/10/2019,30951
01/11/2019,25128
02/11/2019,14557
03/11/2019,18356
04/11/2019,29198
05/11/2019,31016
06/11/2019,30745
07/11/2019,30244
08/11/2019,26194
09/11/2019,12350
10/11/2019,18491
11/11/2019,28080
12/11/2019,27391
13/11/2019,29661
14/11/2019,28649
15/11/2019,21318
16/11/2019,18553
17/11/2019,18082
18/11/2019,28521
19/11/2019,28760
20/11/2019,29437
21/11/2019,27064
22/11/2019,24865
23/11/2019,14904
24/11/2019,15599
25/11/2019,25722
26/11/2019,26982
27/11/2019,26575
28/11/2019,26030
29/11/2019,28463
30/11/2019,18176
01/12/2019,14242
02/12/2019,27306
03/12/2019,29645
04/12/2019,29458
05/12/2019,28547
06/12/2019,21917
07/12/2019,19235
08/12/2019,15139
09/12/2019,27089
10/12/2019,24198
11/12/2019,27414
12/12/2019,19740
13/12/2019,23189
14/12/2019,14862
15/12/2019,14077
16/12/2019,24344
17/12/2019,19747
18/12/2019,24745
19/12/2019,21679
20/12/2019,14451
21/12/2019,9370
22/12/2019,10407
23/12/2019,15878
24/12/2019,10478
25/12/2019,34674
26/12/2019,5649
27/12/2019,11718
28/12/2019,11414
29/12/2019,12256
30/12/2019,16166
31/12/2019,13043
01/01/2020,11141
02/01/2020,18675
03/01/2020,18434
04/01/2020,15695
05/01/2020,12977
06/01/2020,23771
07/01/2020,27548
08/01/2020,28267
09/01/2020,26621
10/01/2020,26844
11/01/2020,18206
12/01/2020,16501
13/01/2020,23838
14/01/2020,23018
15/01/2020,22496
16/01/2020,26302
17/01/2020,25806
18/01/2020,19812
19/01/2020,17915
20/01/2020,28248
21/01/2020,28829
22/01/2020,27721
23/01/2020,28416
24/01/2020,26408
25/01/2020,18190
26/01/2020,12849
27/01/2020,23481
28/01/2020,28215
29/01/2020,28955
30/01/2020,27962
31/01/2020,26373
01/02/2020,20286
02/02/2020,16214
03/02/2020,28264
04/02/2020,29470
05/02/2020,29709
06/02/2020,29476
07/02/2020,28233
08/02/2020,21802
09/02/2020,6474
10/02/2020,21872
11/02/2020,27194
12/02/2020,27944
13/02/2020,25451
14/02/2020,26503
15/02/2020,9828
16/02/2020,6510
17/02/2020,25727
18/02/2020,25245
19/02/2020,24292
20/02/2020,22656
21/02/2020,24879
22/02/2020,18655
23/02/2020,14073
24/02/2020,23510
25/02/2020,27093
26/02/2020,28056
27/02/2020,20355
28/02/2020,18673
29/02/2020,12537
01/03/2020,16823
02/03/2020,26481
03/03/2020,29205
04/03/2020,23387
05/03/2020,17022
06/03/2020,27941
07/03/2020,20212
08/03/2020,14909
09/03/2020,22847
10/03/2020,28182
11/03/2020,29708
12/03/2020,26838
13/03/2020,25231
14/03/2020,18729
15/03/2020,13259
16/03/2020,24351
17/03/2020,19262
18/03/2020,17397
19/03/2020,13360
20/03/2020,13686
21/03/2020,17539
22/03/2020,16220
23/03/2020,11631
24/03/2020,10160
25/03/2020,10636
26/03/2020,10970
27/03/2020,11022
28/03/2020,12931
29/03/2020,7332
30/03/2020,6983
31/03/2020,9087
01/04/2020,9190
02/04/2020,9896
03/04/2020,11136
04/04/2020,22102
05/04/2020,28899
06/04/2020,10559
07/04/2020,14768
08/04/2020,13656
09/04/2020,17448
10/04/2020,27287
11/04/2020,33448
12/04/2020,29526
13/04/2020,18010
14/04/2020,14618
15/04/2020,18061
16/04/2020,16656
17/04/2020,11208
18/04/2020,20323
19/04/2020,39984
20/04/2020,17444
21/04/2020,18736
22/04/2020,21162
23/04/2020,23858
24/04/2020,23358
25/04/2020,38041
26/04/2020,39088
27/04/2020,17194
28/04/2020,4871
29/04/2020,11422
30/04/2020,9109
01/05/2020,14657
02/05/2020,38468
03/05/2020,26976
04/05/2020,18327
05/05/2020,18500
06/05/2020,23338
07/05/2020,27378
08/05/2020,43656
09/05/2020,48724
10/05/2020,23527
11/05/2020,13360
12/05/2020,20108
13/05/2020,16878
14/05/2020,20434
15/05/2020,28349
16/05/2020,46217
17/05/2020,51411
18/05/2020,29581
19/05/2020,35510
20/05/2020,42805
21/05/2020,36165
22/05/2020,36798
23/05/2020,40748
24/05/2020,55780
25/05/2020,67000
26/05/2020,38353
27/05/2020,38295
28/05/2020,40653
29/05/2020,45645
30/05/2020,70074
31/05/2020,62905
01/06/2020,38362
02/06/2020,45512
03/06/2020,28908
04/06/2020,27745
05/06/2020,28578
06/06/2020,27721
07/06/2020,39208
08/06/2020,28841
09/06/2020,36692
10/06/2020,16955
11/06/2020,24699
12/06/2020,26980
13/06/2020,65022
14/06/2020,57494
15/06/2020,37978
16/06/2020,37745
17/06/2020,26510
18/06/2020,25654
19/06/2020,36573
20/06/2020,64022
21/06/2020,45468
22/06/2020,42984
23/06/2020,48259
24/06/2020,52094
25/06/2020,52345
26/06/2020,50940
27/06/2020,41337
28/06/2020,42193
29/06/2020,32523
30/06/2020,28679
01/07/2020,31467
02/07/2020,28048
03/07/2020,37411
04/07/2020,42158
05/07/2020,47215
06/07/2020,33682
07/07/2020,32202
08/07/2020,22304
09/07/2020,26121
10/07/2020,38129
11/07/2020,51348
12/07/2020,49637
13/07/2020,35307
14/07/2020,35213
15/07/2020,34117
16/07/2020,37394
17/07/2020,46718
18/07/2020,56637
19/07/2020,33962
20/07/2020,39234
21/07/2020,40527
22/07/2020,41558
23/07/2020,40093
24/07/2020,40907
25/07/2020,24806
26/07/2020,34183
27/07/2020,23873
28/07/2020,37855
29/07/2020,41123
30/07/2020,43059
31/07/2020,43130
01/08/2020,49579
02/08/2020,44086
03/08/2020,36811
04/08/2020,41420
05/08/2020,42665
06/08/2020,41163
07/08/2020,43332
08/08/2020,47654
09/08/2020,44687
10/08/2020,40027
11/08/2020,43123
12/08/2020,41949
13/08/2020,34291
14/08/2020,30311
15/08/2020,30825
16/08/2020,32716
17/08/2020,32054
18/08/2020,39680
19/08/2020,20681
20/08/2020,42879
21/08/2020,35546
22/08/2020,44587
23/08/2020,37221
24/08/2020,31635
25/08/2020,27199
26/08/2020,41178
27/08/2020,23755
28/08/2020,27681
29/08/2020,29066
30/08/2020,35216
31/08/2020,39847
01/09/2020,36663
02/09/2020,31798
03/09/2020,30828
04/09/2020,35991
05/09/2020,42628
06/09/2020,39964
07/09/2020,32942
08/09/2020,38501
09/09/2020,39419
10/09/2020,40260
11/09/2020,38338
12/09/2020,47604
13/09/2020,47135
14/09/2020,31627
15/09/2020,43586
16/09/2020,43344
17/09/2020,42025
18/09/2020,42095
19/09/2020,51750
20/09/2020,47816
21/09/2020,38762
22/09/2020,46176
23/09/2020,30727
24/09/2020,32990
25/09/2020,30829
26/09/2020,34338
27/09/2020,26681
28/09/2020,33130
29/09/2020,32104
30/09/2020,27195
01/10/2020,34437
02/10/2020,12205
03/10/2020,21901
04/10/2020,8778
05/10/2020,25745
06/10/2020,30722
07/10/2020,34221
08/10/2020,29144
09/10/2020,29387
10/10/2020,34832
11/10/2020,34115
12/10/2020,21307
13/10/2020,20946
14/10/2020,29588
15/10/2020,30106
16/10/2020,33853
17/10/2020,34161
18/10/2020,31537
19/10/2020,29218
20/10/2020,32560
21/10/2020,17838
22/10/2020,31980
23/10/2020,32322
24/10/2020,26243
25/10/2020,27452
26/10/2020,29566
27/10/2020,21481
28/10/2020,27734
29/10/2020,21953
30/10/2020,29401
31/10/2020,23242
01/11/2020,25619
02/11/2020,27661
03/11/2020,28621
04/11/2020,36967
05/11/2020,19757
06/11/2020,21845
07/11/2020,40467
08/11/2020,31315
09/11/2020,19954
10/11/2020,24858
11/11/2020,23660
12/11/2020,25864
13/11/2020,25761
14/11/2020,15486
15/11/2020,22683
16/11/2020,19150
17/11/2020,23522
18/11/2020,23009
19/11/2020,20453
20/11/2020,18222
21/11/2020,35352
22/11/2020,35314
23/11/2020,21672
24/11/2020,22766
25/11/2020,22099
26/11/2020,23690
27/11/2020,23658
28/11/2020,34390
29/11/2020,27085
30/11/2020,19167
