DateKey,Date,MonthKey,Month,Quarter,Year,WeekDayKey,WeekDay,Day Of Month,Year-Quarter,YearMonth,YearMonthKey
20190601,01-Jun-2019,6,Jun,Q2,2019,7,Sat,1,2019-Q2,2019-Jun,201906
20190602,02-Jun-2019,6,Jun,Q2,2019,1,Sun,2,2019-Q2,2019-Jun,201906
20190603,03-Jun-2019,6,Jun,Q2,2019,2,Mon,3,2019-Q2,2019-Jun,201906
20190604,04-Jun-2019,6,Jun,Q2,2019,3,Tue,4,2019-Q2,2019-Jun,201906
20190605,05-Jun-2019,6,Jun,Q2,2019,4,Wed,5,2019-Q2,2019-Jun,201906
20190606,06-Jun-2019,6,Jun,Q2,2019,5,Thu,6,2019-Q2,2019-Jun,201906
20190607,07-Jun-2019,6,Jun,Q2,2019,6,Fri,7,2019-Q2,2019-Jun,201906
20190608,08-Jun-2019,6,Jun,Q2,2019,7,Sat,8,2019-Q2,2019-Jun,201906
20190609,09-Jun-2019,6,Jun,Q2,2019,1,Sun,9,2019-Q2,2019-Jun,201906
20190610,10-Jun-2019,6,Jun,Q2,2019,2,Mon,10,2019-Q2,2019-Jun,201906
20190611,11-Jun-2019,6,Jun,Q2,2019,3,Tue,11,2019-Q2,2019-Jun,201906
20190612,12-Jun-2019,6,Jun,Q2,2019,4,Wed,12,2019-Q2,2019-Jun,201906
20190613,13-Jun-2019,6,Jun,Q2,2019,5,Thu,13,2019-Q2,2019-Jun,201906
20190614,14-Jun-2019,6,Jun,Q2,2019,6,Fri,14,2019-Q2,2019-Jun,201906
20190615,15-Jun-2019,6,Jun,Q2,2019,7,Sat,15,2019-Q2,2019-Jun,201906
20190616,16-Jun-2019,6,Jun,Q2,2019,1,Sun,16,2019-Q2,2019-Jun,201906
20190617,17-Jun-2019,6,Jun,Q2,2019,2,Mon,17,2019-Q2,2019-Jun,201906
20190618,18-Jun-2019,6,Jun,Q2,2019,3,Tue,18,2019-Q2,2019-Jun,201906
20190619,19-Jun-2019,6,Jun,Q2,2019,4,Wed,19,2019-Q2,2019-Jun,201906
20190620,20-Jun-2019,6,Jun,Q2,2019,5,Thu,20,2019-Q2,2019-Jun,201906
20190621,21-Jun-2019,6,Jun,Q2,2019,6,Fri,21,2019-Q2,2019-Jun,201906
20190622,22-Jun-2019,6,Jun,Q2,2019,7,Sat,22,2019-Q2,2019-Jun,201906
20190623,23-Jun-2019,6,Jun,Q2,2019,1,Sun,23,2019-Q2,2019-Jun,201906
20190624,24-Jun-2019,6,Jun,Q2,2019,2,Mon,24,2019-Q2,2019-Jun,201906
20190625,25-Jun-2019,6,Jun,Q2,2019,3,Tue,25,2019-Q2,2019-Jun,201906
20190626,26-Jun-2019,6,Jun,Q2,2019,4,Wed,26,2019-Q2,2019-Jun,201906
20190627,27-Jun-2019,6,Jun,Q2,2019,5,Thu,27,2019-Q2,2019-Jun,201906
20190628,28-Jun-2019,6,Jun,Q2,2019,6,Fri,28,2019-Q2,2019-Jun,201906
20190629,29-Jun-2019,6,Jun,Q2,2019,7,Sat,29,2019-Q2,2019-Jun,201906
20190630,30-Jun-2019,6,Jun,Q2,2019,1,Sun,30,2019-Q2,2019-Jun,201906
20190701,01-Jul-2019,7,Jul,Q3,2019,2,Mon,1,2019-Q3,2019-Jul,201907
20190702,02-Jul-2019,7,Jul,Q3,2019,3,Tue,2,2019-Q3,2019-Jul,201907
20190703,03-Jul-2019,7,Jul,Q3,2019,4,Wed,3,2019-Q3,2019-Jul,201907
20190704,04-Jul-2019,7,Jul,Q3,2019,5,Thu,4,2019-Q3,2019-Jul,201907
20190705,05-Jul-2019,7,Jul,Q3,2019,6,Fri,5,2019-Q3,2019-Jul,201907
20190706,06-Jul-2019,7,Jul,Q3,2019,7,Sat,6,2019-Q3,2019-Jul,201907
20190707,07-Jul-2019,7,Jul,Q3,2019,1,Sun,7,2019-Q3,2019-Jul,201907
20190708,08-Jul-2019,7,Jul,Q3,2019,2,Mon,8,2019-Q3,2019-Jul,201907
20190709,09-Jul-2019,7,Jul,Q3,2019,3,Tue,9,2019-Q3,2019-Jul,201907
20190710,10-Jul-2019,7,Jul,Q3,2019,4,Wed,10,2019-Q3,2019-Jul,201907
20190711,11-Jul-2019,7,Jul,Q3,2019,5,Thu,11,2019-Q3,2019-Jul,201907
20190712,12-Jul-2019,7,Jul,Q3,2019,6,Fri,12,2019-Q3,2019-Jul,201907
20190713,13-Jul-2019,7,Jul,Q3,2019,7,Sat,13,2019-Q3,2019-Jul,201907
20190714,14-Jul-2019,7,Jul,Q3,2019,1,Sun,14,2019-Q3,2019-Jul,201907
20190715,15-Jul-2019,7,Jul,Q3,2019,2,Mon,15,2019-Q3,2019-Jul,201907
20190716,16-Jul-2019,7,Jul,Q3,2019,3,Tue,16,2019-Q3,2019-Jul,201907
20190717,17-Jul-2019,7,Jul,Q3,2019,4,Wed,17,2019-Q3,2019-Jul,201907
20190718,18-Jul-2019,7,Jul,Q3,2019,5,Thu,18,2019-Q3,2019-Jul,201907
20190719,19-Jul-2019,7,Jul,Q3,2019,6,Fri,19,2019-Q3,2019-Jul,201907
20190720,20-Jul-2019,7,Jul,Q3,2019,7,Sat,20,2019-Q3,2019-Jul,201907
20190721,21-Jul-2019,7,Jul,Q3,2019,1,Sun,21,2019-Q3,2019-Jul,201907
20190722,22-Jul-2019,7,Jul,Q3,2019,2,Mon,22,2019-Q3,2019-Jul,201907
20190723,23-Jul-2019,7,Jul,Q3,2019,3,Tue,23,2019-Q3,2019-Jul,201907
20190724,24-Jul-2019,7,Jul,Q3,2019,4,Wed,24,2019-Q3,2019-Jul,201907
20190725,25-Jul-2019,7,Jul,Q3,2019,5,Thu,25,2019-Q3,2019-Jul,201907
20190726,26-Jul-2019,7,Jul,Q3,2019,6,Fri,26,2019-Q3,2019-Jul,201907
20190727,27-Jul-2019,7,Jul,Q3,2019,7,Sat,27,2019-Q3,2019-Jul,201907
20190728,28-Jul-2019,7,Jul,Q3,2019,1,Sun,28,2019-Q3,2019-Jul,201907
20190729,29-Jul-2019,7,Jul,Q3,2019,2,Mon,29,2019-Q3,2019-Jul,201907
20190730,30-Jul-2019,7,Jul,Q3,2019,3,Tue,30,2019-Q3,2019-Jul,201907
20190731,31-Jul-2019,7,Jul,Q3,2019,4,Wed,31,2019-Q3,2019-Jul,201907
20190801,01-Aug-2019,8,Aug,Q3,2019,5,Thu,1,2019-Q3,2019-Aug,201908
20190802,02-Aug-2019,8,Aug,Q3,2019,6,Fri,2,2019-Q3,2019-Aug,201908
20190803,03-Aug-2019,8,Aug,Q3,2019,7,Sat,3,2019-Q3,2019-Aug,201908
20190804,04-Aug-2019,8,Aug,Q3,2019,1,Sun,4,2019-Q3,2019-Aug,201908
20190805,05-Aug-2019,8,Aug,Q3,2019,2,Mon,5,2019-Q3,2019-Aug,201908
20190806,06-Aug-2019,8,Aug,Q3,2019,3,Tue,6,2019-Q3,2019-Aug,201908
20190807,07-Aug-2019,8,Aug,Q3,2019,4,Wed,7,2019-Q3,2019-Aug,201908
20190808,08-Aug-2019,8,Aug,Q3,2019,5,Thu,8,2019-Q3,2019-Aug,201908
20190809,09-Aug-2019,8,Aug,Q3,2019,6,Fri,9,2019-Q3,2019-Aug,201908
20190810,10-Aug-2019,8,Aug,Q3,2019,7,Sat,10,2019-Q3,2019-Aug,201908
20190811,11-Aug-2019,8,Aug,Q3,2019,1,Sun,11,2019-Q3,2019-Aug,201908
20190812,12-Aug-2019,8,Aug,Q3,2019,2,Mon,12,2019-Q3,2019-Aug,201908
20190813,13-Aug-2019,8,Aug,Q3,2019,3,Tue,13,2019-Q3,2019-Aug,201908
20190814,14-Aug-2019,8,Aug,Q3,2019,4,Wed,14,2019-Q3,2019-Aug,201908
20190815,15-Aug-2019,8,Aug,Q3,2019,5,Thu,15,2019-Q3,2019-Aug,201908
20190816,16-Aug-2019,8,Aug,Q3,2019,6,Fri,16,2019-Q3,2019-Aug,201908
20190817,17-Aug-2019,8,Aug,Q3,2019,7,Sat,17,2019-Q3,2019-Aug,201908
20190818,18-Aug-2019,8,Aug,Q3,2019,1,Sun,18,2019-Q3,2019-Aug,201908
20190819,19-Aug-2019,8,Aug,Q3,2019,2,Mon,19,2019-Q3,2019-Aug,201908
20190820,20-Aug-2019,8,Aug,Q3,2019,3,Tue,20,2019-Q3,2019-Aug,201908
20190821,21-Aug-2019,8,Aug,Q3,2019,4,Wed,21,2019-Q3,2019-Aug,201908
20190822,22-Aug-2019,8,Aug,Q3,2019,5,Thu,22,2019-Q3,2019-Aug,201908
20190823,23-Aug-2019,8,Aug,Q3,2019,6,Fri,23,2019-Q3,2019-Aug,201908
20190824,24-Aug-2019,8,Aug,Q3,2019,7,Sat,24,2019-Q3,2019-Aug,201908
20190825,25-Aug-2019,8,Aug,Q3,2019,1,Sun,25,2019-Q3,2019-Aug,201908
20190826,26-Aug-2019,8,Aug,Q3,2019,2,Mon,26,2019-Q3,2019-Aug,201908
20190827,27-Aug-2019,8,Aug,Q3,2019,3,Tue,27,2019-Q3,2019-Aug,201908
20190828,28-Aug-2019,8,Aug,Q3,2019,4,Wed,28,2019-Q3,2019-Aug,201908
20190829,29-Aug-2019,8,Aug,Q3,2019,5,Thu,29,2019-Q3,2019-Aug,201908
20190830,30-Aug-2019,8,Aug,Q3,2019,6,Fri,30,2019-Q3,2019-Aug,201908
20190831,31-Aug-2019,8,Aug,Q3,2019,7,Sat,31,2019-Q3,2019-Aug,201908
20190901,01-Sep-2019,9,Sep,Q3,2019,1,Sun,1,2019-Q3,2019-Sep,201909
20190902,02-Sep-2019,9,Sep,Q3,2019,2,Mon,2,2019-Q3,2019-Sep,201909
20190903,03-Sep-2019,9,Sep,Q3,2019,3,Tue,3,2019-Q3,2019-Sep,201909
20190904,04-Sep-2019,9,Sep,Q3,2019,4,Wed,4,2019-Q3,2019-Sep,201909
20190905,05-Sep-2019,9,Sep,Q3,2019,5,Thu,5,2019-Q3,2019-Sep,201909
20190906,06-Sep-2019,9,Sep,Q3,2019,6,Fri,6,2019-Q3,2019-Sep,201909
20190907,07-Sep-2019,9,Sep,Q3,2019,7,Sat,7,2019-Q3,2019-Sep,201909
20190908,08-Sep-2019,9,Sep,Q3,2019,1,Sun,8,2019-Q3,2019-Sep,201909
20190909,09-Sep-2019,9,Sep,Q3,2019,2,Mon,9,2019-Q3,2019-Sep,201909
20190910,10-Sep-2019,9,Sep,Q3,2019,3,Tue,10,2019-Q3,2019-Sep,201909
20190911,11-Sep-2019,9,Sep,Q3,2019,4,Wed,11,2019-Q3,2019-Sep,201909
20190912,12-Sep-2019,9,Sep,Q3,2019,5,Thu,12,2019-Q3,2019-Sep,201909
20190913,13-Sep-2019,9,Sep,Q3,2019,6,Fri,13,2019-Q3,2019-Sep,201909
20190914,14-Sep-2019,9,Sep,Q3,2019,7,Sat,14,2019-Q3,2019-Sep,201909
20190915,15-Sep-2019,9,Sep,Q3,2019,1,Sun,15,2019-Q3,2019-Sep,201909
20190916,16-Sep-2019,9,Sep,Q3,2019,2,Mon,16,2019-Q3,2019-Sep,201909
20190917,17-Sep-2019,9,Sep,Q3,2019,3,Tue,17,2019-Q3,2019-Sep,201909
20190918,18-Sep-2019,9,Sep,Q3,2019,4,Wed,18,2019-Q3,2019-Sep,201909
20190919,19-Sep-2019,9,Sep,Q3,2019,5,Thu,19,2019-Q3,2019-Sep,201909
20190920,20-Sep-2019,9,Sep,Q3,2019,6,Fri,20,2019-Q3,2019-Sep,201909
20190921,21-Sep-2019,9,Sep,Q3,2019,7,Sat,21,2019-Q3,2019-Sep,201909
20190922,22-Sep-2019,9,Sep,Q3,2019,1,Sun,22,2019-Q3,2019-Sep,201909
20190923,23-Sep-2019,9,Sep,Q3,2019,2,Mon,23,2019-Q3,2019-Sep,201909
20190924,24-Sep-2019,9,Sep,Q3,2019,3,Tue,24,2019-Q3,2019-Sep,201909
20190925,25-Sep-2019,9,Sep,Q3,2019,4,Wed,25,2019-Q3,2019-Sep,201909
20190926,26-Sep-2019,9,Sep,Q3,2019,5,Thu,26,2019-Q3,2019-Sep,201909
20190927,27-Sep-2019,9,Sep,Q3,2019,6,Fri,27,2019-Q3,2019-Sep,201909
20190928,28-Sep-2019,9,Sep,Q3,2019,7,Sat,28,2019-Q3,2019-Sep,201909
20190929,29-Sep-2019,9,Sep,Q3,2019,1,Sun,29,2019-Q3,2019-Sep,201909
20190930,30-Sep-2019,9,Sep,Q3,2019,2,Mon,30,2019-Q3,2019-Sep,201909
20191001,01-Oct-2019,10,Oct,Q4,2019,3,Tue,1,2019-Q4,2019-Oct,201910
20191002,02-Oct-2019,10,Oct,Q4,2019,4,Wed,2,2019-Q4,2019-Oct,201910
20191003,03-Oct-2019,10,Oct,Q4,2019,5,Thu,3,2019-Q4,2019-Oct,201910
20191004,04-Oct-2019,10,Oct,Q4,2019,6,Fri,4,2019-Q4,2019-Oct,201910
20191005,05-Oct-2019,10,Oct,Q4,2019,7,Sat,5,2019-Q4,2019-Oct,201910
20191006,06-Oct-2019,10,Oct,Q4,2019,1,Sun,6,2019-Q4,2019-Oct,201910
20191007,07-Oct-2019,10,Oct,Q4,2019,2,Mon,7,2019-Q4,2019-Oct,201910
20191008,08-Oct-2019,10,Oct,Q4,2019,3,Tue,8,2019-Q4,2019-Oct,201910
20191009,09-Oct-2019,10,Oct,Q4,2019,4,Wed,9,2019-Q4,2019-Oct,201910
20191010,10-Oct-2019,10,Oct,Q4,2019,5,Thu,10,2019-Q4,2019-Oct,201910
20191011,11-Oct-2019,10,Oct,Q4,2019,6,Fri,11,2019-Q4,2019-Oct,201910
20191012,12-Oct-2019,10,Oct,Q4,2019,7,Sat,12,2019-Q4,2019-Oct,201910
20191013,13-Oct-2019,10,Oct,Q4,2019,1,Sun,13,2019-Q4,2019-Oct,201910
20191014,14-Oct-2019,10,Oct,Q4,2019,2,Mon,14,2019-Q4,2019-Oct,201910
20191015,15-Oct-2019,10,Oct,Q4,2019,3,Tue,15,2019-Q4,2019-Oct,201910
20191016,16-Oct-2019,10,Oct,Q4,2019,4,Wed,16,2019-Q4,2019-Oct,201910
20191017,17-Oct-2019,10,Oct,Q4,2019,5,Thu,17,2019-Q4,2019-Oct,201910
20191018,18-Oct-2019,10,Oct,Q4,2019,6,Fri,18,2019-Q4,2019-Oct,201910
20191019,19-Oct-2019,10,Oct,Q4,2019,7,Sat,19,2019-Q4,2019-Oct,201910
20191020,20-Oct-2019,10,Oct,Q4,2019,1,Sun,20,2019-Q4,2019-Oct,201910
20191021,21-Oct-2019,10,Oct,Q4,2019,2,Mon,21,2019-Q4,2019-Oct,201910
20191022,22-Oct-2019,10,Oct,Q4,2019,3,Tue,22,2019-Q4,2019-Oct,201910
20191023,23-Oct-2019,10,Oct,Q4,2019,4,Wed,23,2019-Q4,2019-Oct,201910
20191024,24-Oct-2019,10,Oct,Q4,2019,5,Thu,24,2019-Q4,2019-Oct,201910
20191025,25-Oct-2019,10,Oct,Q4,2019,6,Fri,25,2019-Q4,2019-Oct,201910
20191026,26-Oct-2019,10,Oct,Q4,2019,7,Sat,26,2019-Q4,2019-Oct,201910
20191027,27-Oct-2019,10,Oct,Q4,2019,1,Sun,27,2019-Q4,2019-Oct,201910
20191028,28-Oct-2019,10,Oct,Q4,2019,2,Mon,28,2019-Q4,2019-Oct,201910
20191029,29-Oct-2019,10,Oct,Q4,2019,3,Tue,29,2019-Q4,2019-Oct,201910
20191030,30-Oct-2019,10,Oct,Q4,2019,4,Wed,30,2019-Q4,2019-Oct,201910
20191031,31-Oct-2019,10,Oct,Q4,2019,5,Thu,31,2019-Q4,2019-Oct,201910
20191101,01-Nov-2019,11,Nov,Q4,2019,6,Fri,1,2019-Q4,2019-Nov,201911
20191102,02-Nov-2019,11,Nov,Q4,2019,7,Sat,2,2019-Q4,2019-Nov,201911
20191103,03-Nov-2019,11,Nov,Q4,2019,1,Sun,3,2019-Q4,2019-Nov,201911
20191104,04-Nov-2019,11,Nov,Q4,2019,2,Mon,4,2019-Q4,2019-Nov,201911
20191105,05-Nov-2019,11,Nov,Q4,2019,3,Tue,5,2019-Q4,2019-Nov,201911
20191106,06-Nov-2019,11,Nov,Q4,2019,4,Wed,6,2019-Q4,2019-Nov,201911
20191107,07-Nov-2019,11,Nov,Q4,2019,5,Thu,7,2019-Q4,2019-Nov,201911
20191108,08-Nov-2019,11,Nov,Q4,2019,6,Fri,8,2019-Q4,2019-Nov,201911
20191109,09-Nov-2019,11,Nov,Q4,2019,7,Sat,9,2019-Q4,2019-Nov,201911
20191110,10-Nov-2019,11,Nov,Q4,2019,1,Sun,10,2019-Q4,2019-Nov,201911
20191111,11-Nov-2019,11,Nov,Q4,2019,2,Mon,11,2019-Q4,2019-Nov,201911
20191112,12-Nov-2019,11,Nov,Q4,2019,3,Tue,12,2019-Q4,2019-Nov,201911
20191113,13-Nov-2019,11,Nov,Q4,2019,4,Wed,13,2019-Q4,2019-Nov,201911
20191114,14-Nov-2019,11,Nov,Q4,2019,5,Thu,14,2019-Q4,2019-Nov,201911
20191115,15-Nov-2019,11,Nov,Q4,2019,6,Fri,15,2019-Q4,2019-Nov,201911
20191116,16-Nov-2019,11,Nov,Q4,2019,7,Sat,16,2019-Q4,2019-Nov,201911
20191117,17-Nov-2019,11,Nov,Q4,2019,1,Sun,17,2019-Q4,2019-Nov,201911
20191118,18-Nov-2019,11,Nov,Q4,2019,2,Mon,18,2019-Q4,2019-Nov,201911
20191119,19-Nov-2019,11,Nov,Q4,2019,3,Tue,19,2019-Q4,2019-Nov,201911
20191120,20-Nov-2019,11,Nov,Q4,2019,4,Wed,20,2019-Q4,2019-Nov,201911
20191121,21-Nov-2019,11,Nov,Q4,2019,5,Thu,21,2019-Q4,2019-Nov,201911
20191122,22-Nov-2019,11,Nov,Q4,2019,6,Fri,22,2019-Q4,2019-Nov,201911
20191123,23-Nov-2019,11,Nov,Q4,2019,7,Sat,23,2019-Q4,2019-Nov,201911
20191124,24-Nov-2019,11,Nov,Q4,2019,1,Sun,24,2019-Q4,2019-Nov,201911
20191125,25-Nov-2019,11,Nov,Q4,2019,2,Mon,25,2019-Q4,2019-Nov,201911
20191126,26-Nov-2019,11,Nov,Q4,2019,3,Tue,26,2019-Q4,2019-Nov,201911
20191127,27-Nov-2019,11,Nov,Q4,2019,4,Wed,27,2019-Q4,2019-Nov,201911
20191128,28-Nov-2019,11,Nov,Q4,2019,5,Thu,28,2019-Q4,2019-Nov,201911
20191129,29-Nov-2019,11,Nov,Q4,2019,6,Fri,29,2019-Q4,2019-Nov,201911
20191130,30-Nov-2019,11,Nov,Q4,2019,7,Sat,30,2019-Q4,2019-Nov,201911
20191201,01-Dec-2019,12,Dec,Q4,2019,1,Sun,1,2019-Q4,2019-Dec,201912
20191202,02-Dec-2019,12,Dec,Q4,2019,2,Mon,2,2019-Q4,2019-Dec,201912
20191203,03-Dec-2019,12,Dec,Q4,2019,3,Tue,3,2019-Q4,2019-Dec,201912
20191204,04-Dec-2019,12,Dec,Q4,2019,4,Wed,4,2019-Q4,2019-Dec,201912
20191205,05-Dec-2019,12,Dec,Q4,2019,5,Thu,5,2019-Q4,2019-Dec,201912
20191206,06-Dec-2019,12,Dec,Q4,2019,6,Fri,6,2019-Q4,2019-Dec,201912
20191207,07-Dec-2019,12,Dec,Q4,2019,7,Sat,7,2019-Q4,2019-Dec,201912
20191208,08-Dec-2019,12,Dec,Q4,2019,1,Sun,8,2019-Q4,2019-Dec,201912
20191209,09-Dec-2019,12,Dec,Q4,2019,2,Mon,9,2019-Q4,2019-Dec,201912
20191210,10-Dec-2019,12,Dec,Q4,2019,3,Tue,10,2019-Q4,2019-Dec,201912
20191211,11-Dec-2019,12,Dec,Q4,2019,4,Wed,11,2019-Q4,2019-Dec,201912
20191212,12-Dec-2019,12,Dec,Q4,2019,5,Thu,12,2019-Q4,2019-Dec,201912
20191213,13-Dec-2019,12,Dec,Q4,2019,6,Fri,13,2019-Q4,2019-Dec,201912
20191214,14-Dec-2019,12,Dec,Q4,2019,7,Sat,14,2019-Q4,2019-Dec,201912
20191215,15-Dec-2019,12,Dec,Q4,2019,1,Sun,15,2019-Q4,2019-Dec,201912
20191216,16-Dec-2019,12,Dec,Q4,2019,2,Mon,16,2019-Q4,2019-Dec,201912
20191217,17-Dec-2019,12,Dec,Q4,2019,3,Tue,17,2019-Q4,2019-Dec,201912
20191218,18-Dec-2019,12,Dec,Q4,2019,4,Wed,18,2019-Q4,2019-Dec,201912
20191219,19-Dec-2019,12,Dec,Q4,2019,5,Thu,19,2019-Q4,2019-Dec,201912
20191220,20-Dec-2019,12,Dec,Q4,2019,6,Fri,20,2019-Q4,2019-Dec,201912
20191221,21-Dec-2019,12,Dec,Q4,2019,7,Sat,21,2019-Q4,2019-Dec,201912
20191222,22-Dec-2019,12,Dec,Q4,2019,1,Sun,22,2019-Q4,2019-Dec,201912
20191223,23-Dec-2019,12,Dec,Q4,2019,2,Mon,23,2019-Q4,2019-Dec,201912
20191224,24-Dec-2019,12,Dec,Q4,2019,3,Tue,24,2019-Q4,2019-Dec,201912
20191225,25-Dec-2019,12,Dec,Q4,2019,4,Wed,25,2019-Q4,2019-Dec,201912
20191226,26-Dec-2019,12,Dec,Q4,2019,5,Thu,26,2019-Q4,2019-Dec,201912
20191227,27-Dec-2019,12,Dec,Q4,2019,6,Fri,27,2019-Q4,2019-Dec,201912
20191228,28-Dec-2019,12,Dec,Q4,2019,7,Sat,28,2019-Q4,2019-Dec,201912
20191229,29-Dec-2019,12,Dec,Q4,2019,1,Sun,29,2019-Q4,2019-Dec,201912
20191230,30-Dec-2019,12,Dec,Q4,2019,2,Mon,30,2019-Q4,2019-Dec,201912
20191231,31-Dec-2019,12,Dec,Q4,2019,3,Tue,31,2019-Q4,2019-Dec,201912
20200101,01-Jan-2020,1,Jan,Q1,2020,4,Wed,1,2020-Q1,2020-Jan,202001
20200102,02-Jan-2020,1,Jan,Q1,2020,5,Thu,2,2020-Q1,2020-Jan,202001
20200103,03-Jan-2020,1,Jan,Q1,2020,6,Fri,3,2020-Q1,2020-Jan,202001
20200104,04-Jan-2020,1,Jan,Q1,2020,7,Sat,4,2020-Q1,2020-Jan,202001
20200105,05-Jan-2020,1,Jan,Q1,2020,1,Sun,5,2020-Q1,2020-Jan,202001
20200106,06-Jan-2020,1,Jan,Q1,2020,2,Mon,6,2020-Q1,2020-Jan,202001
20200107,07-Jan-2020,1,Jan,Q1,2020,3,Tue,7,2020-Q1,2020-Jan,202001
20200108,08-Jan-2020,1,Jan,Q1,2020,4,Wed,8,2020-Q1,2020-Jan,202001
20200109,09-Jan-2020,1,Jan,Q1,2020,5,Thu,9,2020-Q1,2020-Jan,202001
20200110,10-Jan-2020,1,Jan,Q1,2020,6,Fri,10,2020-Q1,2020-Jan,202001
20200111,11-Jan-2020,1,Jan,Q1,2020,7,Sat,11,2020-Q1,2020-Jan,202001
20200112,12-Jan-2020,1,Jan,Q1,2020,1,Sun,12,2020-Q1,2020-Jan,202001
20200113,13-Jan-2020,1,Jan,Q1,2020,2,Mon,13,2020-Q1,2020-Jan,202001
20200114,14-Jan-2020,1,Jan,Q1,2020,3,Tue,14,2020-Q1,2020-Jan,202001
20200115,15-Jan-2020,1,Jan,Q1,2020,4,Wed,15,2020-Q1,2020-Jan,202001
20200116,16-Jan-2020,1,Jan,Q1,2020,5,Thu,16,2020-Q1,2020-Jan,202001
20200117,17-Jan-2020,1,Jan,Q1,2020,6,Fri,17,2020-Q1,2020-Jan,202001
20200118,18-Jan-2020,1,Jan,Q1,2020,7,Sat,18,2020-Q1,2020-Jan,202001
20200119,19-Jan-2020,1,Jan,Q1,2020,1,Sun,19,2020-Q1,2020-Jan,202001
20200120,20-Jan-2020,1,Jan,Q1,2020,2,Mon,20,2020-Q1,2020-Jan,202001
20200121,21-Jan-2020,1,Jan,Q1,2020,3,Tue,21,2020-Q1,2020-Jan,202001
20200122,22-Jan-2020,1,Jan,Q1,2020,4,Wed,22,2020-Q1,2020-Jan,202001
20200123,23-Jan-2020,1,Jan,Q1,2020,5,Thu,23,2020-Q1,2020-Jan,202001
20200124,24-Jan-2020,1,Jan,Q1,2020,6,Fri,24,2020-Q1,2020-Jan,202001
20200125,25-Jan-2020,1,Jan,Q1,2020,7,Sat,25,2020-Q1,2020-Jan,202001
20200126,26-Jan-2020,1,Jan,Q1,2020,1,Sun,26,2020-Q1,2020-Jan,202001
20200127,27-Jan-2020,1,Jan,Q1,2020,2,Mon,27,2020-Q1,2020-Jan,202001
20200128,28-Jan-2020,1,Jan,Q1,2020,3,Tue,28,2020-Q1,2020-Jan,202001
20200129,29-Jan-2020,1,Jan,Q1,2020,4,Wed,29,2020-Q1,2020-Jan,202001
20200130,30-Jan-2020,1,Jan,Q1,2020,5,Thu,30,2020-Q1,2020-Jan,202001
20200131,31-Jan-2020,1,Jan,Q1,2020,6,Fri,31,2020-Q1,2020-Jan,202001
20200201,01-Feb-2020,2,Feb,Q1,2020,7,Sat,1,2020-Q1,2020-Feb,202002
20200202,02-Feb-2020,2,Feb,Q1,2020,1,Sun,2,2020-Q1,2020-Feb,202002
20200203,03-Feb-2020,2,Feb,Q1,2020,2,Mon,3,2020-Q1,2020-Feb,202002
20200204,04-Feb-2020,2,Feb,Q1,2020,3,Tue,4,2020-Q1,2020-Feb,202002
20200205,05-Feb-2020,2,Feb,Q1,2020,4,Wed,5,2020-Q1,2020-Feb,202002
20200206,06-Feb-2020,2,Feb,Q1,2020,5,Thu,6,2020-Q1,2020-Feb,202002
20200207,07-Feb-2020,2,Feb,Q1,2020,6,Fri,7,2020-Q1,2020-Feb,202002
20200208,08-Feb-2020,2,Feb,Q1,2020,7,Sat,8,2020-Q1,2020-Feb,202002
20200209,09-Feb-2020,2,Feb,Q1,2020,1,Sun,9,2020-Q1,2020-Feb,202002
20200210,10-Feb-2020,2,Feb,Q1,2020,2,Mon,10,2020-Q1,2020-Feb,202002
20200211,11-Feb-2020,2,Feb,Q1,2020,3,Tue,11,2020-Q1,2020-Feb,202002
20200212,12-Feb-2020,2,Feb,Q1,2020,4,Wed,12,2020-Q1,2020-Feb,202002
20200213,13-Feb-2020,2,Feb,Q1,2020,5,Thu,13,2020-Q1,2020-Feb,202002
20200214,14-Feb-2020,2,Feb,Q1,2020,6,Fri,14,2020-Q1,2020-Feb,202002
20200215,15-Feb-2020,2,Feb,Q1,2020,7,Sat,15,2020-Q1,2020-Feb,202002
20200216,16-Feb-2020,2,Feb,Q1,2020,1,Sun,16,2020-Q1,2020-Feb,202002
20200217,17-Feb-2020,2,Feb,Q1,2020,2,Mon,17,2020-Q1,2020-Feb,202002
20200218,18-Feb-2020,2,Feb,Q1,2020,3,Tue,18,2020-Q1,2020-Feb,202002
20200219,19-Feb-2020,2,Feb,Q1,2020,4,Wed,19,2020-Q1,2020-Feb,202002
20200220,20-Feb-2020,2,Feb,Q1,2020,5,Thu,20,2020-Q1,2020-Feb,202002
20200221,21-Feb-2020,2,Feb,Q1,2020,6,Fri,21,2020-Q1,2020-Feb,202002
20200222,22-Feb-2020,2,Feb,Q1,2020,7,Sat,22,2020-Q1,2020-Feb,202002
20200223,23-Feb-2020,2,Feb,Q1,2020,1,Sun,23,2020-Q1,2020-Feb,202002
20200224,24-Feb-2020,2,Feb,Q1,2020,2,Mon,24,2020-Q1,2020-Feb,202002
20200225,25-Feb-2020,2,Feb,Q1,2020,3,Tue,25,2020-Q1,2020-Feb,202002
20200226,26-Feb-2020,2,Feb,Q1,2020,4,Wed,26,2020-Q1,2020-Feb,202002
20200227,27-Feb-2020,2,Feb,Q1,2020,5,Thu,27,2020-Q1,2020-Feb,202002
20200228,28-Feb-2020,2,Feb,Q1,2020,6,Fri,28,2020-Q1,2020-Feb,202002
